cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season,class
10.86,x,h,g,f,s,,p,7.5,17.61,,i,n,,,f,f,,d,a,p
12.1,x,e,n,t,p,,o,9.9,30.72,c,,y,,,f,f,,d,u,p
7.26,f,s,n,f,s,c,w,6.04,10.45,b,i,n,,,f,f,,l,u,e
5.91,s,,n,t,d,c,p,6.65,6.16,,,n,,,f,f,,d,u,p
7.67,x,g,n,f,e,,w,7.3,14.32,,y,w,u,w,t,p,,d,a,p
3.98,x,i,e,f,,,e,4.17,5.2,,,e,,,f,f,n,d,a,p
1.64,b,h,n,f,a,,n,3.57,1.39,,t,n,,,f,f,,h,s,p
2.64,f,y,o,f,d,,y,3.46,5.18,,,o,,,f,f,,m,a,p
6.2,x,e,e,f,a,,g,7.25,9.14,,,n,,w,t,z,,d,a,p
8.1,p,g,n,f,e,,w,8.07,13.67,,y,w,u,w,t,p,,d,u,p
1.54,c,g,n,f,a,,w,5.0,1.4,,,g,,,f,f,,d,a,e
6.7,f,d,b,f,d,d,b,6.28,12.76,,,w,,,f,f,,d,w,e
0.96,c,g,e,t,a,,w,5.29,0.98,,,n,,,f,f,,d,a,e
12.39,s,,w,t,d,c,y,6.5,24.92,,,w,,,f,f,,d,a,e
9.76,f,y,e,f,,,w,5.07,21.19,b,,n,,w,t,e,,d,a,e
10.6,f,,n,t,,,w,9.2,14.5,b,,w,u,w,t,g,,d,a,e
10.87,s,t,w,t,d,c,o,6.71,18.42,,,w,,,f,f,,d,u,e
3.83,b,s,y,f,,c,y,7.26,7.19,,,y,u,w,t,z,r,d,u,p
7.97,p,,n,f,p,,w,9.78,27.52,c,,n,,,f,f,w,d,a,p
2.57,b,,n,f,a,,g,5.03,1.97,,s,g,,,f,f,,d,a,p
1.52,c,g,n,f,a,,g,4.95,1.58,,,g,,,f,f,,d,a,e
6.78,o,e,r,f,,c,o,1.42,15.45,,,y,,,f,f,,d,w,p
3.18,x,,w,f,x,c,p,8.67,4.14,,,p,,,f,f,,d,u,p
1.39,c,g,n,f,a,,g,4.52,1.45,,,g,,,f,f,,d,u,e
1.61,x,,n,f,,,n,5.12,2.42,,s,n,,,f,f,k,g,a,p
5.14,c,,n,f,f,f,f,3.82,19.23,,,n,,,f,f,,d,s,e
9.66,x,s,n,t,p,,n,7.77,17.51,,,n,,w,t,p,,d,u,e
2.22,f,y,n,f,a,d,p,5.57,3.87,,i,n,,,f,f,,h,u,e
0.84,b,g,w,f,,,g,2.81,1.36,,,w,,,f,f,,d,s,e
1.45,x,s,n,f,a,,w,6.08,2.04,,t,y,,,f,f,,h,a,e
5.17,x,t,g,f,a,d,n,5.55,4.43,,t,w,,,t,l,,d,w,e
12.18,x,h,g,f,s,,y,7.52,17.72,,i,n,,,f,f,,d,u,p
5.08,x,y,y,f,a,c,y,10.59,10.04,,y,n,,,t,,,d,a,p
3.44,x,y,y,f,a,,w,5.7,3.58,,y,n,,,t,r,,d,u,p
4.85,x,h,n,f,a,d,y,7.78,6.98,,s,o,,,f,f,,d,w,e
6.64,s,d,o,f,d,c,y,4.07,6.9,,,y,,,f,f,,d,a,p
7.81,x,y,y,f,,,w,6.91,25.85,b,,n,,w,t,e,,d,a,e
3.24,x,y,y,f,a,,w,5.16,3.31,,y,n,,,t,r,,d,a,p
12.26,x,h,n,f,s,,p,7.33,17.11,,i,n,,,f,f,,d,u,p
1.34,c,g,e,t,a,,w,6.2,1.07,,,n,,,f,f,,h,u,e
2.38,f,w,o,t,d,c,y,3.19,4.66,,,n,,,f,f,,d,a,p
2.16,x,s,g,f,d,c,w,2.79,6.43,,,w,,,f,f,,g,u,p
5.23,x,d,n,t,p,,y,6.56,13.91,,,y,,,f,f,,d,u,e
8.6,o,,n,f,,,w,4.07,23.89,,,n,,,f,f,,d,a,e
8.27,b,t,w,f,e,c,w,12.63,12.46,,y,w,u,w,t,l,,d,a,p
4.93,x,,w,f,a,,r,5.96,7.18,,,w,,,f,f,,d,u,e
8.38,f,y,y,f,s,c,y,5.9,14.94,,y,e,,,f,f,,d,a,p
5.4,f,,g,f,d,c,w,4.75,9.62,b,,n,,,f,f,,d,a,p
3.92,x,,y,f,a,c,o,4.59,10.83,,,w,,,f,f,,d,a,e
14.75,x,e,g,f,d,c,w,7.44,24.26,s,,w,,,f,f,,d,w,e
7.22,x,h,y,f,p,,y,6.47,13.27,,,y,,y,t,,,d,u,e
8.2,x,i,n,f,a,c,n,8.44,7.34,,i,n,,k,t,z,k,d,u,p
3.97,x,k,n,f,p,,y,5.07,10.16,,,n,,,f,f,,d,a,e
15.18,f,k,w,t,d,d,n,7.71,30.12,,,w,,,f,f,,d,u,p
1.68,b,g,o,f,,c,n,6.92,3.43,,,n,,,f,f,,g,a,p
13.99,x,e,g,f,d,c,w,10.39,28.66,s,,w,,,f,f,,d,w,e
1.76,x,i,k,f,a,,w,4.06,2.42,,,w,,,f,f,p,g,a,p
1.02,b,g,w,f,,,g,2.99,1.49,,,w,,,f,f,,d,w,e
3.97,o,s,r,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,w,p
11.04,f,t,r,t,d,c,n,5.75,14.68,,,n,,,f,f,,h,a,p
2.71,f,k,n,f,s,,p,3.72,2.75,,,n,,,f,f,p,g,u,p
3.41,s,d,w,f,a,d,p,3.87,2.74,,h,w,,,f,f,,g,u,p
15.22,x,y,n,t,e,,w,10.22,17.55,,,w,,,t,,,g,u,e
1.41,x,,n,f,,,k,4.63,2.4,,s,n,,,f,f,k,g,a,p
11.7,x,e,o,f,a,,o,13.76,22.99,r,,o,,,t,r,n,d,u,p
24.97,f,d,k,f,p,,y,6.24,44.46,,,n,,,f,f,,d,w,p
3.81,x,s,y,f,,c,k,8.92,8.04,,,y,u,w,t,z,k,d,s,p
3.98,b,y,n,f,,c,w,5.85,4.45,s,s,w,,,f,f,,d,u,p
8.49,x,,n,f,a,,w,7.34,12.96,,,g,,,f,f,,d,u,e
7.74,x,d,n,t,p,,y,6.17,12.99,,,y,,,f,f,,d,a,e
1.18,s,s,y,f,f,f,f,4.11,5.09,,,y,,,f,f,,d,a,p
5.01,s,d,o,f,d,c,y,3.83,6.9,,,o,,,f,f,,d,a,p
9.5,x,i,n,t,e,,p,8.96,17.41,,y,w,,,t,p,,d,a,e
1.5,x,k,n,f,,,n,3.51,1.25,,,n,,,f,f,,d,a,p
1.46,b,h,n,f,a,,n,3.88,1.2,,t,n,,,f,f,,d,s,p
10.01,x,,n,f,p,,p,11.08,31.06,c,,n,,,f,f,p,d,a,p
1.5,x,g,n,f,d,d,n,1.62,2.27,,s,n,,,f,f,,h,u,p
3.95,b,g,g,f,a,d,g,4.7,3.38,,s,g,,,f,f,,d,u,e
13.64,x,s,g,f,s,,y,6.81,17.0,,i,n,,,f,f,,d,a,p
4.21,s,,y,f,f,f,f,6.44,7.91,,,y,,,f,f,,d,a,e
3.86,s,,n,f,f,f,f,7.14,7.4,,,y,,,f,f,,d,a,e
11.3,x,e,y,t,p,,e,8.05,29.25,,,e,,,f,f,,d,a,p
3.9,b,t,n,f,,,k,10.78,6.15,,,w,,,t,,k,g,u,p
7.13,x,e,e,f,a,,n,7.53,10.04,,,n,,w,t,z,,d,a,p
3.84,x,h,n,f,a,c,n,4.46,6.23,,y,o,,,t,z,,d,w,p
15.81,x,y,n,t,e,,w,10.48,17.28,,,w,,,t,,,d,a,e
10.0,x,e,n,t,p,,e,7.58,27.78,,,u,,,f,f,,d,a,p
5.45,x,s,r,t,s,d,w,5.18,15.83,r,y,n,,,f,f,,d,a,p
2.86,b,y,n,f,,c,n,6.93,3.02,,,w,,,f,f,,d,u,e
3.64,f,,w,f,x,c,p,8.06,4.09,,,n,,,f,f,,d,u,p
3.03,f,d,y,f,a,,r,5.4,6.14,,t,r,,,f,f,,g,a,p
2.42,b,g,w,f,,c,n,6.73,2.96,,,n,,,f,f,,g,u,p
14.7,x,e,n,f,d,c,w,9.25,26.91,s,,w,,,f,f,,d,w,e
8.0,p,y,w,f,,,p,12.45,16.14,,,w,,,f,f,,d,a,p
6.61,x,t,e,f,x,d,w,5.79,16.34,b,,w,,,f,f,,d,a,p
1.03,x,g,w,f,a,d,w,2.9,1.46,,,e,,,f,f,,l,u,p
16.66,f,s,w,f,a,d,y,7.52,23.53,,,w,,,f,f,w,d,u,e
10.44,x,e,y,t,p,,e,6.3,23.93,,,e,,,f,f,,d,u,p
1.23,x,i,l,f,a,,w,2.54,2.24,,,w,,,f,f,p,g,u,p
5.91,x,y,w,t,,,w,8.09,12.62,s,,w,,,t,l,,g,u,p
16.29,x,e,n,f,a,c,w,9.04,24.55,s,,w,,,f,f,,l,a,e
6.59,f,,g,f,d,c,y,5.24,9.88,b,,n,,,f,f,,l,w,p
3.41,x,d,w,f,d,d,w,3.4,2.6,,h,w,,,f,f,,g,a,p
1.86,b,,g,f,a,,g,4.87,1.98,,s,n,,,f,f,,d,u,p
3.61,x,,y,f,a,c,y,2.77,7.13,,,w,,,f,f,,d,a,e
0.75,x,g,n,f,a,,p,4.34,1.0,,s,k,,,f,f,,d,a,p
2.14,x,i,l,f,a,,p,4.48,2.51,,,w,,,f,f,p,g,u,p
8.16,x,s,n,t,p,,y,6.69,17.3,,,n,,w,t,p,,d,a,e
8.46,s,t,p,t,d,c,o,6.35,18.24,,,w,,,f,f,,d,u,e
4.47,b,t,n,f,,,k,9.41,5.75,,,w,,,t,,k,g,w,p
5.42,x,h,n,f,e,,w,12.44,12.27,,s,w,u,w,f,f,,d,u,e
3.08,b,g,w,f,x,d,w,4.21,2.98,,,y,,,f,f,,g,a,e
6.63,x,,g,t,p,,g,11.09,22.92,,y,w,,,f,f,,d,u,e
3.6,o,s,r,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,a,p
2.89,f,,u,f,a,c,w,3.55,3.39,,i,u,,,f,f,,p,a,p
5.72,s,,n,f,d,c,w,5.1,8.34,,s,w,,,f,f,,l,a,e
5.76,f,y,g,f,s,,g,4.28,7.31,,,w,,,f,f,,d,a,e
8.06,f,g,o,f,s,,n,9.07,12.77,,i,n,,,f,f,,d,a,e
3.4,x,s,o,f,a,c,o,4.58,6.62,,,e,,,f,f,,g,w,e
10.23,x,i,n,t,e,,p,9.06,16.92,,y,w,,,t,l,,d,a,e
9.33,f,e,b,f,,c,b,4.56,20.64,,,w,,,t,f,,d,a,e
9.81,x,s,n,f,e,c,w,7.86,10.51,,i,w,,,f,f,p,d,a,e
2.96,s,w,u,f,a,c,u,5.83,5.81,,s,u,,,f,f,,d,u,p
4.74,x,s,y,f,a,c,y,6.14,7.78,,g,o,,,f,f,,g,u,p
3.86,b,t,n,f,x,c,p,5.86,4.76,,i,n,,,f,f,,m,u,p
6.8,x,y,w,t,,,g,7.92,13.76,s,,w,,,t,l,,d,a,p
7.2,x,y,n,f,e,c,w,5.88,9.87,,y,n,,,f,f,,d,u,e
3.14,b,y,n,f,,c,k,6.75,2.6,,,w,,,f,f,,d,u,e
8.23,x,,n,t,x,,n,9.52,20.72,s,,n,,u,f,f,,d,a,p
6.1,c,,n,f,f,f,f,5.41,20.63,,,n,,,f,f,,l,s,e
11.05,x,s,w,f,s,,p,8.54,17.26,,i,n,,,f,f,,d,a,p
1.33,b,h,n,f,a,,n,4.85,1.55,,t,n,,,f,f,,h,s,p
11.4,s,,g,f,s,c,u,7.17,18.65,,,b,,,f,f,,l,w,e
8.62,o,,n,f,,,w,4.88,22.26,,,n,,,f,f,,d,u,e
12.51,s,,l,f,s,c,b,8.0,20.5,,,u,,,f,f,,d,a,e
6.41,b,k,n,f,a,c,y,5.77,6.85,,i,y,,,t,,,d,a,p
13.31,f,s,u,f,x,,n,7.19,25.38,,,p,,,f,f,,d,a,e
19.35,f,k,w,t,d,d,n,7.99,29.06,,,w,,,f,f,,d,a,p
5.5,f,w,y,f,f,f,f,5.35,13.54,,,y,,,f,f,,d,u,e
2.86,f,w,o,t,d,c,n,3.2,6.11,,,n,,,f,f,,d,a,p
10.17,x,,u,t,x,,u,10.78,22.91,s,,g,,u,f,f,,d,a,p
8.01,s,t,p,t,d,c,p,7.28,12.16,,,p,,,t,f,,d,u,p
4.95,b,d,n,f,d,c,n,4.88,5.98,,i,y,,,t,,,d,u,p
2.71,x,k,w,f,s,,p,3.79,2.82,,,n,,,f,f,p,g,a,p
7.79,x,y,w,t,,,n,8.2,14.13,s,,w,,,t,l,,g,a,p
3.38,x,t,n,f,d,,o,5.73,6.62,,t,w,,,f,f,,d,w,e
1.89,b,,g,f,a,,g,5.08,2.09,,s,g,,,f,f,,d,u,p
5.76,f,,y,f,s,d,y,5.85,13.8,,i,y,,,f,f,,d,a,p
3.09,b,d,y,f,a,,r,5.51,6.71,,t,y,,,f,f,,m,a,p
12.95,f,,g,f,e,,w,11.8,17.32,,,w,u,w,t,g,,d,a,p
4.5,b,g,g,f,a,d,g,5.72,3.86,,s,n,,,f,f,,d,a,e
2.42,c,h,n,f,,,n,8.05,3.3,,,y,,,f,f,,g,a,p
2.98,b,y,n,f,,c,u,4.93,4.37,s,s,w,,,f,f,,d,a,p
3.3,x,s,n,t,s,d,r,5.26,13.95,r,y,n,,,f,f,,d,u,p
7.43,f,,y,f,a,c,w,6.23,15.16,,,g,,,f,f,,d,u,e
3.03,x,s,w,f,d,d,w,2.62,5.16,,,w,,,f,f,,m,w,e
6.76,f,t,y,f,x,c,y,5.45,13.47,,,y,,,f,f,,d,a,p
2.76,o,,k,f,f,f,f,3.68,12.64,,g,n,,,f,f,,d,u,p
8.83,f,s,y,f,d,d,w,10.2,18.11,,i,n,,,t,,w,d,a,e
2.42,x,g,n,f,a,,w,6.57,2.59,,,n,,,f,f,,d,u,p
1.28,x,k,n,f,,,n,3.49,1.37,,,n,,,f,f,,d,u,p
8.15,f,s,n,f,s,c,w,5.94,10.87,b,i,w,,,f,f,,d,a,e
10.78,x,,w,f,x,c,w,9.73,11.97,r,i,w,,,f,f,,d,a,p
13.16,f,y,y,f,,,w,8.37,27.83,b,,n,,w,t,e,,d,w,e
2.85,x,y,y,f,a,,w,5.25,3.4,,y,n,,,t,r,,d,a,p
13.79,x,e,n,t,e,,w,9.68,16.96,,,w,,,t,,,d,a,e
3.42,f,s,w,f,d,d,w,3.72,6.08,,,w,,,f,f,,m,a,e
5.29,o,s,g,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,a,p
4.54,f,w,y,f,f,f,f,2.71,9.69,,,y,,,f,f,,d,a,e
2.72,x,s,w,f,d,c,w,2.6,7.15,,,w,,,f,f,,g,a,p
4.67,c,e,y,t,x,c,r,6.07,12.43,,,w,,,f,f,,g,a,p
6.57,x,s,n,t,s,d,w,5.22,13.43,r,y,n,,,f,f,,d,a,p
4.42,p,,g,f,f,f,f,5.06,19.83,,,n,,,f,f,,d,s,e
3.84,o,,w,f,f,f,f,4.66,24.79,,g,w,,,t,f,,p,a,p
5.04,x,,w,f,x,c,w,8.03,9.44,b,,w,,w,t,,,d,u,e
1.39,b,h,n,f,a,,n,3.97,1.3,,t,n,,,f,f,,h,a,p
6.68,x,t,g,f,a,d,n,6.38,5.39,,t,w,,,t,l,,d,a,e
6.25,f,t,e,f,x,,w,15.16,8.25,r,g,n,,,f,f,,d,a,p
2.77,s,d,w,f,d,d,p,3.64,2.53,,h,w,,,f,f,,g,u,p
6.69,f,s,n,f,x,c,w,7.48,11.27,,s,n,,,f,f,,l,a,e
9.1,s,,o,t,d,,o,6.03,13.19,,,w,,,t,f,,d,a,p
5.9,x,e,e,f,a,,y,8.63,10.23,,,n,,w,t,z,,d,a,p
3.83,x,l,w,f,d,,p,3.19,6.1,,,w,,,f,f,,g,u,e
6.68,x,y,w,t,,,g,7.44,14.31,s,,w,,,t,l,,d,u,p
6.62,c,e,w,t,x,c,p,8.64,13.15,,,w,,,f,f,,g,u,p
9.16,x,t,n,f,a,d,w,10.07,32.22,,,w,,,f,f,,d,u,p
4.36,x,,y,f,a,c,y,3.91,7.92,,,w,,,f,f,,d,a,e
1.57,o,k,n,f,,,n,3.73,1.54,,,n,,,f,f,,d,a,p
3.91,x,,w,f,x,c,p,8.25,4.13,,,p,,,f,f,,l,u,p
8.22,x,t,y,f,p,,y,8.46,15.62,,,y,,y,t,,,d,u,e
1.2,p,g,g,f,,,g,3.69,1.66,,,w,,,f,f,,d,u,e
8.84,p,s,w,f,e,c,k,5.99,13.99,,,w,,w,t,e,,m,u,e
12.48,s,e,n,f,a,c,w,6.34,22.85,s,,w,,,f,f,,l,a,e
9.85,x,y,n,t,e,,p,8.61,16.5,,y,w,,,t,l,,d,a,e
8.14,x,d,n,t,p,,y,7.85,15.06,,,y,,,f,f,,d,u,e
4.61,x,,e,f,,c,g,3.89,12.52,,,y,,,f,f,,d,a,p
3.32,o,,g,f,f,f,f,3.4,15.66,,g,g,,,f,f,,d,a,p
6.98,f,s,w,f,e,c,n,4.95,12.88,,,w,,w,t,e,,g,a,e
16.28,f,y,w,f,,,w,26.25,21.1,s,,n,,,t,m,,d,a,e
5.85,x,g,n,f,e,,w,6.96,11.62,,y,w,u,w,t,p,,d,u,p
1.11,s,s,y,f,f,f,f,2.96,4.5,,,y,,,f,f,,d,u,p
2.72,x,,y,f,a,c,y,3.69,7.1,,,w,,,f,f,,d,a,e
3.62,o,s,y,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,w,p
0.55,x,g,y,f,,,y,3.47,0.8,,,w,,,f,f,,d,a,p
8.37,b,t,w,f,e,c,w,13.02,12.56,,y,w,u,w,t,e,,d,u,p
7.69,x,,n,f,a,,w,6.85,15.12,,,w,,,f,f,,g,a,e
2.68,f,w,n,t,d,c,y,2.96,5.36,,,n,,,f,f,,d,u,p
5.16,s,,e,t,d,c,b,7.04,6.36,,,n,,,f,f,,d,u,p
8.61,s,t,p,t,d,c,p,7.25,13.34,,,p,,,t,f,,d,u,p
4.48,x,,l,f,d,,r,5.65,7.71,,,w,,,f,f,,d,u,e
7.24,x,,g,t,p,,g,11.22,23.11,,y,w,,,f,f,,d,u,e
7.55,x,,n,f,x,c,w,7.07,16.96,,s,w,,,f,f,,d,a,e
3.53,f,d,p,t,d,c,p,5.21,6.5,,,n,,,f,f,,d,u,e
7.56,x,t,n,f,s,,g,5.91,8.37,,y,n,,,f,f,,d,a,p
5.33,f,g,g,f,a,d,g,5.74,3.19,,s,n,,,f,f,,d,w,e
16.78,f,h,o,f,e,,w,17.81,17.92,s,y,w,u,w,t,g,,d,u,p
7.05,c,h,n,f,e,,w,12.86,12.49,,s,n,u,w,f,f,,d,a,e
8.64,f,,w,f,d,c,y,2.56,17.09,,,w,,,f,f,,d,w,e
4.44,f,t,n,f,d,,o,6.69,9.96,,t,o,,,f,f,,d,a,e
10.3,x,d,y,f,a,,o,12.84,22.82,r,,o,,,t,r,n,d,w,p
16.1,f,g,o,f,e,,w,17.66,17.28,s,y,w,u,w,t,g,,d,w,p
0.97,p,g,g,f,,,g,3.28,1.59,,,w,,,f,f,,d,a,e
6.48,s,,e,t,d,c,p,6.62,6.7,,,n,,,f,f,,d,a,p
2.72,o,s,o,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,w,p
8.95,x,h,r,f,,c,w,10.53,14.75,,,w,u,w,t,g,,d,u,p
20.91,p,d,n,f,p,,w,14.57,33.62,s,y,w,,,f,f,,d,a,e
2.93,f,d,n,f,x,c,w,4.37,3.43,b,s,n,,,f,f,,l,a,p
9.36,x,,n,t,,,w,12.27,19.99,b,,w,u,w,t,g,,d,a,e
6.79,f,,n,t,,,w,9.43,13.0,b,,w,u,w,t,g,,d,u,e
8.2,x,,n,f,p,,p,10.12,30.93,c,,n,,,f,f,p,d,a,p
1.38,c,g,n,f,a,,w,4.7,1.61,,,g,,,f,f,,l,u,e
0.82,x,g,o,f,,,y,3.64,0.83,,,w,,,f,f,,d,u,p
8.18,f,y,y,f,s,c,y,6.5,18.18,,y,e,,,f,f,,d,a,p
5.7,x,s,n,t,s,d,r,5.1,13.56,r,y,n,,,f,f,,d,u,p
3.16,b,d,p,f,a,,y,4.97,6.28,,t,r,,,f,f,,d,u,p
8.38,x,y,n,f,a,c,n,11.16,11.96,,y,n,,,t,,,d,a,p
1.48,b,h,n,f,a,,n,4.33,1.33,,t,n,,,f,f,,g,s,p
15.68,x,s,k,f,a,d,k,8.62,25.66,,,w,,,f,f,w,d,a,e
2.86,x,d,e,f,a,c,o,3.4,5.93,,,e,,,f,f,,m,a,e
6.34,s,h,g,t,d,,g,4.27,11.83,,t,r,,,f,f,,d,a,p
6.51,x,g,n,f,e,,w,6.8,12.92,,y,w,u,w,t,p,,d,a,p
0.8,x,g,n,f,a,,n,4.38,1.07,,h,k,,,f,f,,d,s,p
5.95,f,,y,f,s,d,y,5.18,13.22,,i,y,,,f,f,,d,a,p
9.44,x,h,n,t,p,,y,7.63,17.04,,,n,,w,t,p,,d,a,e
1.16,x,s,y,f,d,,w,5.76,1.47,,t,y,,,f,f,,h,a,e
5.23,x,t,o,f,a,c,y,6.14,7.52,,g,o,,,f,f,,g,u,p
9.22,f,,n,f,x,c,w,10.61,12.83,r,i,w,,,f,f,,h,a,p
1.95,b,,g,f,a,,g,5.16,1.77,,s,g,,,f,f,,d,u,p
9.75,f,t,r,t,d,c,n,5.63,14.48,,,n,,,f,f,,h,u,p
2.5,c,h,y,f,,,n,7.69,3.46,,,y,,,f,f,,g,u,p
6.59,s,,n,f,d,c,w,5.74,8.43,,s,w,,,f,f,,d,u,e
1.01,x,g,w,f,a,d,w,3.29,1.52,,,e,,,f,f,,l,a,p
7.58,x,y,n,f,e,c,w,5.93,10.51,,y,n,,,f,f,,d,a,e
3.23,x,i,e,f,,,e,3.68,4.91,,,e,,,f,f,n,d,a,p
1.25,x,g,w,f,a,d,w,3.35,1.79,,,n,,,f,f,,d,u,p
1.35,f,h,y,f,,,y,6.07,2.41,,,y,,,f,f,,g,a,p
6.89,x,,g,t,p,,g,11.06,23.14,,y,w,,,f,f,,d,u,e
4.42,b,s,y,f,,c,y,8.33,6.83,,,y,u,w,t,z,r,d,u,p
11.23,x,s,n,f,e,c,p,9.06,11.28,,i,w,,,f,f,p,d,w,e
8.21,f,s,u,f,a,c,w,4.13,14.46,,,w,,,f,f,,d,u,e
4.98,x,,w,f,a,,r,7.45,8.43,,,r,,,f,f,,d,a,e
5.95,x,d,n,f,a,c,y,5.14,6.22,,i,y,,,t,,,d,u,p
7.14,f,s,n,f,s,c,w,6.18,9.57,b,i,w,,,f,f,,g,u,e
3.76,o,s,r,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,s,p
5.52,f,s,n,f,x,c,w,7.38,10.25,,s,n,,,f,f,,l,w,e
0.89,x,,o,f,d,,o,5.17,1.01,,,o,,,f,f,w,g,u,p
8.39,s,d,b,f,d,d,o,6.19,12.73,,,w,,,f,f,,g,w,e
10.22,s,,n,f,,,w,5.97,23.69,,,n,,,f,f,,d,a,e
7.48,x,,n,t,,,w,9.8,14.99,b,,w,u,w,t,g,,d,a,e
16.62,f,s,n,f,d,c,y,5.97,37.37,,k,k,,,f,f,,d,u,p
3.36,s,d,w,f,a,d,p,3.77,2.74,,h,w,,,f,f,,g,a,p
3.63,x,,y,f,a,c,y,3.73,8.68,,,w,,,f,f,,d,a,e
5.68,x,y,n,f,e,c,w,4.18,9.21,,y,n,,,f,f,,d,u,e
8.71,f,,r,f,x,c,n,7.3,11.94,,,w,,,f,f,,d,a,p
2.44,c,,w,f,a,c,n,3.06,3.44,,i,u,,,f,f,,p,a,p
5.57,c,h,n,f,e,,w,11.77,11.61,,s,w,u,w,f,f,,d,a,e
2.83,b,,n,f,a,,n,9.05,2.44,,,n,,w,f,f,k,g,u,p
7.17,b,h,g,f,s,d,w,4.72,9.96,,s,g,,,f,f,,d,u,e
5.74,x,,g,f,d,c,w,5.32,9.43,b,,n,,,f,f,,d,a,p
5.59,s,l,w,f,d,,p,3.41,9.14,,,w,,,f,f,,g,a,e
1.96,b,,g,f,a,,g,4.66,1.85,,s,n,,,f,f,,d,u,p
3.13,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,a,p
6.97,x,,u,t,x,,u,8.48,19.67,s,,g,,u,f,f,,d,a,p
4.44,x,y,g,f,s,,w,3.9,7.16,,,w,,,f,f,,d,a,e
2.75,b,y,n,f,,c,n,5.64,2.79,,,w,,,f,f,,d,w,e
3.15,b,t,r,f,s,c,n,4.98,6.59,,y,l,,,t,e,u,g,a,p
12.28,f,y,w,f,e,c,k,19.84,13.76,,s,w,,,t,e,,g,a,e
7.02,c,e,w,t,x,c,r,5.72,12.04,,,w,,,f,f,,g,s,p
10.53,x,s,k,f,a,c,w,5.02,15.64,,,w,,,f,f,,d,u,e
7.67,x,t,n,f,s,,g,5.43,7.56,,y,n,,,f,f,,d,w,p
3.64,x,,y,f,s,d,y,4.79,12.1,,i,y,,,f,f,,d,a,p
7.47,s,,n,f,d,c,w,6.64,8.98,,s,w,,,f,f,,l,u,e
0.97,x,g,w,f,a,d,w,2.83,1.47,,,n,,,f,f,,l,u,p
5.52,x,e,e,f,a,,w,7.26,9.4,,,n,,w,t,z,,d,a,p
3.3,x,t,n,f,s,c,n,4.85,7.4,,,w,,n,t,z,,d,a,p
54.73,o,y,y,f,p,,y,7.67,50.93,,k,n,,,f,f,,d,u,e
6.21,s,,n,t,d,c,p,6.21,5.86,,,n,,,f,f,,d,u,p
4.02,f,,w,f,a,c,w,2.62,3.4,,i,w,,,f,f,,d,a,p
3.14,s,w,o,t,d,c,n,3.2,5.26,,,n,,,f,f,,d,a,p
7.91,x,y,y,f,a,c,y,9.55,10.55,,y,n,,,t,,,d,a,p
8.1,x,t,n,f,p,d,y,6.68,12.72,,s,n,,,f,f,,h,u,e
11.16,p,y,n,t,e,,p,8.84,19.03,,y,w,,,t,p,,l,a,e
8.65,f,,p,f,x,c,w,8.5,22.14,,s,w,,,f,f,,d,u,e
10.22,s,t,w,t,d,c,o,6.87,16.87,,,w,,,f,f,,d,a,e
7.45,s,d,n,t,d,c,y,7.09,10.22,,,n,,,f,f,,d,a,p
1.2,f,s,y,f,f,f,f,2.36,4.5,,,y,,,f,f,,d,u,p
8.8,p,g,n,f,e,,w,8.72,18.11,,y,w,u,w,t,p,,d,u,p
14.12,x,t,n,t,d,c,w,5.14,26.55,,,n,,,f,f,,d,a,p
5.77,b,h,k,f,s,d,g,5.1,9.82,,s,g,,,f,f,,d,u,e
3.99,x,h,o,f,a,c,n,4.66,7.22,,y,o,,,t,z,,d,w,p
12.95,s,s,u,f,x,,n,8.39,23.97,,,w,,,f,f,,d,u,e
7.87,o,,n,f,f,f,f,3.06,23.21,,g,n,,,f,f,,d,u,p
9.5,p,y,n,t,e,,p,8.99,16.52,,y,w,,,t,l,,l,a,e
6.81,x,t,n,t,p,,y,6.0,15.98,,,n,,w,t,p,,d,a,e
0.61,x,g,o,f,,,y,3.49,0.66,,,y,,,f,f,,d,a,p
6.95,f,,y,f,x,c,y,6.56,12.81,,,w,,,f,f,,d,a,p
3.41,x,,w,f,x,c,n,7.61,9.26,b,,n,,w,t,,,d,s,e
3.28,o,,g,f,f,f,f,3.26,13.41,,g,n,,,f,f,,d,u,p
6.63,x,i,y,f,a,c,k,7.43,7.8,,i,n,,k,t,z,k,g,a,p
8.65,f,d,e,t,d,c,y,6.22,10.01,,,e,,,f,f,,d,u,p
6.0,o,,n,f,,,w,4.04,20.22,,,n,,,f,f,,d,u,e
3.08,f,s,o,f,d,,y,2.44,4.47,,,o,,,f,f,,h,a,p
5.37,s,,n,t,d,c,p,5.1,5.51,,,n,,,f,f,,d,u,p
